Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-lt.hl7.fhir.base.json	11626	-	0	0	0	0	0	0	4	55	0	0	0	0	0	0	0	0	0	0	6	49	56	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-identifier-domain.json	3817	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	23	318	0	0	0	1	0	0
fsh-generated/resources/Condition-example-cancer.json	1575	9	0	0	0	0	0	0	0	129	0	0	1	0	0	0	0	0	0	0	1	13	17	0	0	0	0	0	0
fsh-generated/resources/Encounter-example-encounter.json	2249	7	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	3	18	19	0	0	0	0	0	0
fsh-generated/resources/Encounter-example-pencounter.json	1320	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	12	16	0	0	0	0	0	0
fsh-generated/resources/Location-example-location.json	697	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	9	13	0	0	0	0	0	0
fsh-generated/resources/Observation-example-LTBaseobservation-blood-pressure.json	3098	9	0	0	0	0	0	0	0	2058	0	0	0	0	0	0	0	0	0	0	2	19	19	0	0	0	0	0	1
fsh-generated/resources/Organization-example-lmb.json	1245	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	10	15	0	0	0	0	0	0
fsh-generated/resources/Organization-example-organization.json	897	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	9	14	0	0	0	0	0	0
fsh-generated/resources/Patient-example-patient.json	939	7	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	2	10	12	0	0	0	0	0	0
fsh-generated/resources/Practitioner-example-practitioner.json	927	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	10	12	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-example-practitioner-role.json	578	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	9	15	0	0	0	0	0	0
