Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-lt.hl7.fhir.eu.json	21257	-	0	0	0	0	0	0	5	45	0	0	0	0	0	0	0	1	0	0	7	70	78	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-CarePlanEu.json	4682	8	0	29	1	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	1	183	1378	0	1	0	9	1	1
fsh-generated/resources/StructureDefinition-CodeableConcept-uv-ips.json	5090	4	0	14	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	85	213	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-Coding-uv-ips.json	4312	4	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	81	196	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-Composition-eu-lab.json	19668	8	0	41	0	0	0	0	0	2779	0	0	0	0	0	0	0	1	0	0	1	631	566	0	0	0	10	0	2
fsh-generated/resources/StructureDefinition-CompositionEu.json	3402	3	0	19	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	1	185	264	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-ConditionEu.json	3383	3	0	14	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	149	2178	0	0	0	2	1	1
fsh-generated/resources/StructureDefinition-CrossVersionMediaViewExtension.json	2486	2	0	6	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	1	56	178	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DiagnosticReport-eu-lab.json	11503	3	0	15	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	242	298	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-DocumentReferenceEu.json	2497	2	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	1	168	280	0	0	0	3	0	1
